RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
702,68412091,Customer_701,413,France,Male,66,1,220787.23,2,1,1,137917.5,0
703,38345023,Customer_702,747,France,Male,67,10,48685.31,1,0,0,54084.83,1
704,75110217,Customer_703,348,Germany,Female,45,5,157621.47,1,0,1,168701.69,0
705,78446888,Customer_704,587,France,Male,35,8,0.0,2,1,1,196943.56,0
706,66957573,Customer_705,730,Spain,Female,37,7,247944.71,1,0,0,88455.54,0
707,73442641,Customer_706,614,Germany,Female,70,6,0.0,2,1,1,177224.7,1
708,25610427,Customer_707,492,Germany,Female,21,3,18441.16,1,0,0,151399.8,1
709,20794568,Customer_708,529,France,Female,21,3,0.0,1,1,0,70060.47,0
710,18795087,Customer_709,553,France,Female,21,5,172089.86,1,1,1,11285.55,0
711,68270550,Customer_710,709,Germany,Female,68,1,77124.24,2,1,1,142670.21,1
712,56753650,Customer_711,846,Spain,Male,23,5,0.0,1,1,0,193414.37,0
713,84929497,Customer_712,728,Germany,Male,71,0,0.0,1,0,0,35760.56,1
714,41023874,Customer_713,474,Germany,Male,28,3,161944.14,1,1,1,183876.13,0
715,16393849,Customer_714,361,Germany,Female,49,6,0.0,1,0,1,49326.58,1
716,69323109,Customer_715,560,France,Male,73,0,189948.62,1,0,0,112888.34,1
717,59018951,Customer_716,772,Spain,Male,24,0,74886.43,2,0,0,114992.18,0
718,13089200,Customer_717,649,France,Female,34,2,167409.99,2,1,1,51949.99,0
719,11475170,Customer_718,477,Spain,Male,59,8,0.0,1,0,1,14550.91,1
720,71268339,Customer_719,349,Germany,Female,64,8,153133.43,1,0,1,43007.29,1
721,35391162,Customer_720,438,Spain,Male,69,0,123125.83,1,1,1,84196.93,0
722,47726335,Customer_721,694,France,Male,19,3,104313.64,1,1,0,45946.31,0
723,14684674,Customer_722,669,France,Male,62,0,13904.18,1,0,1,137484.82,1
724,92419248,Customer_723,548,Germany,Male,36,0,155813.37,2,1,1,102728.95,0
725,97066428,Customer_724,483,France,Female,49,10,244329.3,1,1,0,77272.13,1
726,48713185,Customer_725,396,France,Female,69,4,89201.65,1,1,0,54242.87,1
727,64304780,Customer_726,835,France,Female,69,8,156546.69,2,1,1,135833.41,0
728,27233345,Customer_727,537,France,Female,28,7,0.0,1,1,0,179456.53,1
729,99433477,Customer_728,722,France,Female,44,4,151329.38,2,0,0,133647.05,0
730,97234571,Customer_729,553,Spain,Female,34,8,225158.89,2,1,1,87702.9,0
731,89500762,Customer_730,613,France,Male,53,2,233061.51,1,0,0,15305.92,1
732,34323507,Customer_731,653,France,Male,65,4,0.0,2,0,1,160147.94,1
733,46265740,Customer_732,496,France,Female,36,4,105735.51,1,0,0,109691.27,0
734,49388187,Customer_733,816,France,Female,24,6,35869.37,1,0,1,22433.55,0
735,56676370,Customer_734,551,France,Male,21,2,0.0,2,1,1,148185.2,0
736,31160104,Customer_735,721,Spain,Male,21,8,131224.77,2,1,1,53711.39,0
737,74297649,Customer_736,804,France,Male,38,9,0.0,1,0,1,66787.27,0
738,29780943,Customer_737,510,France,Male,73,9,209739.1,1,0,0,133711.71,1
739,44375844,Customer_738,428,France,Female,32,9,0.0,2,0,0,45857.92,1
740,20452598,Customer_739,834,France,Male,41,7,158406.57,2,0,0,71155.11,0
741,85898071,Customer_740,733,France,Female,56,8,145460.32,2,0,0,142556.81,1
742,46474805,Customer_741,735,France,Female,55,7,97452.68,2,0,0,69896.62,1
743,65063027,Customer_742,821,Germany,Male,33,10,244518.37,2,1,0,27424.58,1
744,26615261,Customer_743,315,France,Female,25,1,109609.43,2,1,0,29008.74,0
745,93623057,Customer_744,820,Spain,Female,26,2,52336.0,1,1,0,112836.64,0
746,51731687,Customer_745,364,France,Male,30,4,240277.4,1,1,0,199695.56,0
747,73640881,Customer_746,380,France,Male,22,6,208999.72,2,1,0,109404.54,0
748,17242442,Customer_747,420,France,Female,44,9,0.0,2,0,1,195707.98,0
749,35244713,Customer_748,362,Germany,Male,54,1,140030.92,2,0,1,182245.56,1
750,83685576,Customer_749,346,Germany,Male,56,1,0.0,2,1,0,176705.53,1
751,33966895,Customer_750,368,France,Male,69,9,0.0,2,1,1,94964.28,1
752,25625342,Customer_751,567,France,Male,34,3,137343.53,1,0,0,117394.82,0
753,40126261,Customer_752,505,France,Female,55,0,105114.9,2,1,0,130651.36,1
754,10475369,Customer_753,487,France,Male,68,7,0.0,2,1,1,11621.77,1
755,26749515,Customer_754,394,Spain,Female,19,9,243113.73,2,0,1,18304.68,0
756,70989359,Customer_755,836,France,Male,62,9,14016.51,2,0,1,192308.21,0
757,53770736,Customer_756,483,France,Female,23,9,0.0,2,1,1,93553.69,0
758,14242173,Customer_757,560,Germany,Male,49,0,21508.02,1,1,1,168774.39,1
759,33290655,Customer_758,378,France,Female,65,1,66437.57,2,1,1,33284.82,0
760,75568425,Customer_759,416,France,Female,44,9,174248.82,2,1,1,58962.99,0
761,87512277,Customer_760,429,Spain,Male,49,7,177818.68,1,0,0,19951.68,1
762,21431157,Customer_761,834,France,Female,53,2,208579.21,2,1,0,154863.19,1
763,80198921,Customer_762,397,France,Male,50,4,135606.54,1,1,0,59143.93,1
764,78475801,Customer_763,583,France,Female,59,9,200694.05,1,1,0,160277.31,1
765,29076973,Customer_764,599,Germany,Female,66,10,126293.43,1,0,1,158007.34,1
766,67208020,Customer_765,340,France,Male,25,9,0.0,1,0,1,29543.96,0
767,56205799,Customer_766,493,France,Male,41,5,111913.01,1,1,0,64297.14,0
768,98856195,Customer_767,344,France,Male,66,8,43974.63,1,0,1,111781.39,0
769,90555280,Customer_768,396,France,Female,39,0,136925.29,1,0,1,163269.55,0
770,67578762,Customer_769,672,Spain,Female,45,10,129509.47,1,0,1,161598.18,0
771,21113559,Customer_770,613,France,Male,60,2,66047.87,2,0,1,112429.28,1
772,76499314,Customer_771,572,Spain,Male,71,10,122072.35,2,1,1,142097.0,0
773,81291984,Customer_772,417,Spain,Male,32,0,0.0,1,1,1,188444.36,0
774,63746439,Customer_773,643,Germany,Female,72,10,0.0,3,1,0,88043.64,1
775,31932226,Customer_774,798,France,Male,58,5,56673.07,1,0,1,34922.97,0
776,83120387,Customer_775,768,Germany,Male,19,5,0.0,2,0,0,35844.87,1
777,40797948,Customer_776,395,Spain,Female,67,7,0.0,2,1,1,81215.38,1
778,77950627,Customer_777,675,France,Male,39,5,0.0,2,0,1,32080.48,0
779,59975092,Customer_778,434,Germany,Female,34,10,119695.98,2,0,1,177402.3,0
780,45712360,Customer_779,774,Germany,Male,47,1,95160.64,1,1,1,112747.05,1
781,83298569,Customer_780,560,France,Male,50,7,249155.05,2,1,1,156126.36,1
782,40639172,Customer_781,709,Germany,Female,48,2,180657.33,2,0,0,198777.26,1
783,27493139,Customer_782,597,France,Male,21,0,162597.88,2,1,1,86758.83,0
784,93010526,Customer_783,671,Spain,Male,64,7,37629.05,1,1,1,162412.81,0
785,93354926,Customer_784,815,Germany,Female,37,7,48367.04,2,1,1,149537.98,0
786,13273835,Customer_785,374,France,Female,26,1,0.0,2,0,1,58325.7,0
787,51732010,Customer_786,797,Germany,Female,50,7,112796.95,2,0,0,31991.04,1
788,70059097,Customer_787,566,France,Male,53,10,4729.25,2,1,0,11882.63,1
789,38802536,Customer_788,378,Germany,Male,23,7,124706.75,1,0,1,167097.15,0
790,22005235,Customer_789,538,Spain,Male,71,2,0.0,1,0,0,196168.98,1
791,29290475,Customer_790,330,France,Female,52,0,73390.58,2,1,0,83535.19,1
792,91572340,Customer_791,597,France,Female,74,0,0.0,2,1,0,111395.51,1
793,38566049,Customer_792,560,France,Male,56,6,69749.74,1,1,1,47236.53,0
794,38330245,Customer_793,515,France,Female,18,2,111050.23,1,1,0,157651.35,0
795,36529991,Customer_794,544,France,Male,29,4,246067.67,2,1,0,13976.52,0
796,83036473,Customer_795,641,France,Female,73,0,115334.46,1,0,1,35628.5,1
797,12088676,Customer_796,755,France,Male,49,4,0.0,2,0,1,188479.87,1
798,47223852,Customer_797,516,France,Male,24,1,33038.42,2,1,1,67950.53,0
799,78475983,Customer_798,309,Spain,Female,22,4,0.0,1,1,0,112684.28,0
800,39149135,Customer_799,607,Spain,Female,48,6,127112.67,2,0,0,94610.14,1
801,45689996,Customer_800,820,Spain,Male,51,10,0.0,1,0,0,43723.06,1
802,23771845,Customer_801,517,France,Male,32,3,0.0,2,1,1,144210.73,0
803,85092565,Customer_802,367,Germany,Female,29,3,0.0,2,0,1,181682.01,1
804,66302544,Customer_803,796,Spain,Male,52,8,0.0,1,1,0,117703.64,1
805,64278020,Customer_804,531,France,Female,42,10,0.0,1,1,0,60411.44,0
806,44278136,Customer_805,505,France,Female,20,4,0.0,2,0,1,171391.8,0
807,27987700,Customer_806,462,Spain,Male,21,3,108574.14,1,0,0,66000.69,0
808,84122592,Customer_807,702,France,Male,31,7,0.0,1,1,1,165108.51,0
809,33060738,Customer_808,380,Spain,Male,50,8,2389.2,1,1,0,172899.88,1
810,23299055,Customer_809,638,Germany,Female,35,7,74824.66,1,0,1,171650.3,0
811,33446282,Customer_810,492,France,Male,18,7,140590.79,1,1,1,147033.72,0
812,62837939,Customer_811,512,France,Female,70,1,190068.64,2,0,0,192243.64,1
813,43382807,Customer_812,418,Germany,Male,57,2,0.0,2,0,0,179991.09,1
814,15551037,Customer_813,745,Spain,Female,51,0,0.0,1,0,1,187393.41,0
815,10638275,Customer_814,549,France,Male,31,4,0.0,2,0,0,91496.95,0
816,21335461,Customer_815,811,Germany,Male,58,9,162832.54,1,0,1,56075.25,1
817,93908395,Customer_816,756,Germany,Female,71,2,52473.13,1,0,1,199513.32,1
818,98237602,Customer_817,719,Spain,Female,56,7,144432.88,4,1,1,36519.11,1
819,66867421,Customer_818,548,Spain,Male,34,4,113516.48,2,1,1,120711.66,0
820,72872557,Customer_819,822,France,Male,40,1,70266.3,2,1,1,141358.09,0
821,83795364,Customer_820,622,France,Female,70,2,0.0,2,0,0,77768.78,1
822,57162738,Customer_821,540,Spain,Male,18,7,86208.63,2,0,1,63084.64,0
823,70613983,Customer_822,491,France,Male,30,8,0.0,2,0,1,38158.86,0
824,19530789,Customer_823,803,Spain,Male,24,3,176726.77,1,0,0,17721.25,0
825,16480099,Customer_824,440,Germany,Male,54,10,99245.83,1,0,1,195662.01,1
826,11190802,Customer_825,782,France,Female,44,0,179809.48,1,0,0,93252.64,0
827,87401934,Customer_826,425,Spain,Female,25,6,146007.39,2,0,0,65119.91,0
828,33294814,Customer_827,720,France,Male,71,2,57547.48,2,1,0,45137.59,0
829,23508551,Customer_828,455,Germany,Female,49,9,80992.58,1,1,1,54057.17,1
830,53799807,Customer_829,760,France,Male,32,8,231062.84,1,1,0,109916.52,0
831,16086404,Customer_830,760,Spain,Female,71,0,106015.37,2,1,0,56478.85,0
832,16773383,Customer_831,702,Spain,Male,57,4,29192.33,1,1,1,61664.95,0
833,20367633,Customer_832,846,France,Male,25,8,161155.81,2,1,0,197552.81,0
834,42029812,Customer_833,582,Spain,Female,65,5,0.0,2,0,0,122614.41,1
835,28741024,Customer_834,762,Spain,Male,21,5,116950.27,2,0,0,29450.46,0
836,33375995,Customer_835,604,Spain,Male,69,1,0.0,1,0,0,153291.11,1
837,99805178,Customer_836,321,Germany,Male,40,6,4177.38,2,0,1,24952.55,0
838,93047158,Customer_837,530,Germany,Female,34,1,0.0,1,0,1,70536.97,1
839,24596321,Customer_838,317,France,Male,21,3,109117.11,2,0,1,74460.14,0
840,66001301,Customer_839,666,Spain,Female,71,2,101959.12,1,1,0,141734.62,1
841,30838909,Customer_840,383,France,Female,49,7,0.0,2,1,1,24339.4,1
842,59776170,Customer_841,478,Germany,Female,52,5,66035.19,2,1,0,119926.59,1
843,43210152,Customer_842,780,Spain,Male,66,4,147010.28,2,0,0,110338.92,1
844,53900867,Customer_843,707,France,Female,46,9,0.0,1,1,1,73773.81,1
845,39231601,Customer_844,485,France,Male,34,4,114284.57,1,1,1,101478.07,0
846,23641655,Customer_845,578,Germany,Female,62,8,188549.18,2,1,1,98530.34,1
847,15957518,Customer_846,620,France,Female,48,9,0.0,1,0,0,195121.96,1
848,44166415,Customer_847,494,Spain,Male,31,1,88399.67,1,0,0,137513.04,0
849,37709255,Customer_848,713,France,Female,66,8,226858.23,1,1,1,66213.64,0
850,64902412,Customer_849,381,Germany,Male,64,0,94817.68,2,0,1,161246.84,1
851,40193045,Customer_850,534,France,Male,32,7,115248.86,2,0,1,95469.27,0
852,85795316,Customer_851,440,France,Male,55,2,162289.4,2,1,1,28297.62,0
853,50865482,Customer_852,674,Germany,Female,70,2,0.0,2,0,0,36789.1,1
854,95997595,Customer_853,652,Germany,Female,63,9,128610.86,2,0,0,117657.79,1
855,53906845,Customer_854,744,France,Female,29,2,0.0,1,1,0,41060.32,0
856,70243662,Customer_855,503,France,Male,66,5,173743.83,1,0,1,168301.61,0
857,63648297,Customer_856,427,Spain,Female,21,8,132845.79,2,0,1,40778.68,0
858,77771282,Customer_857,318,Germany,Female,53,8,126887.15,2,0,0,80398.7,1
859,82983779,Customer_858,774,France,Female,47,2,0.0,1,1,0,115690.9,1
860,56275074,Customer_859,481,Spain,Male,20,4,178014.85,2,1,1,199471.4,0
861,63732337,Customer_860,715,Spain,Male,59,6,247783.61,1,0,0,18949.11,0
862,27673272,Customer_861,501,Spain,Female,34,6,0.0,1,0,1,130201.2,0
863,46516008,Customer_862,482,Germany,Male,66,1,50863.06,2,0,0,104563.08,1
864,71609162,Customer_863,429,Spain,Male,68,6,0.0,2,1,0,95930.92,1
865,95711400,Customer_864,730,France,Male,51,0,0.0,1,1,1,55229.33,1
866,75575845,Customer_865,457,Germany,Male,53,6,0.0,1,1,0,11514.6,1
867,68309313,Customer_866,463,Germany,Male,20,8,118297.52,2,0,1,163476.15,1
868,31440927,Customer_867,688,Germany,Male,68,5,141100.43,4,1,0,153181.72,1
869,54389869,Customer_868,585,France,Female,56,2,84146.58,1,0,1,31148.19,1
870,90254333,Customer_869,711,France,Female,39,2,192894.61,1,0,1,113863.85,0
871,38164909,Customer_870,357,Spain,Male,22,7,126497.82,2,0,1,73867.11,0
872,55887796,Customer_871,828,France,Male,46,4,121024.38,2,0,1,30501.31,0
873,11138276,Customer_872,430,Germany,Female,69,10,140656.18,1,0,0,97297.34,1
874,71704339,Customer_873,365,France,Male,67,10,234437.7,1,1,1,10840.34,1
875,48007334,Customer_874,360,Spain,Female,23,4,204761.35,2,1,1,99240.94,0
876,56917958,Customer_875,471,Germany,Female,61,2,0.0,1,0,0,36980.18,1
877,59018290,Customer_876,533,France,Male,22,8,90425.56,1,0,1,77063.64,0
878,76289581,Customer_877,342,France,Male,39,7,39358.63,1,0,1,81526.3,0
879,94021007,Customer_878,643,Spain,Male,43,1,228074.28,2,0,1,23772.86,0
880,30312204,Customer_879,637,Spain,Female,19,10,62314.67,2,0,1,127399.09,0
881,86806792,Customer_880,728,France,Male,25,2,191891.15,2,0,1,107137.68,0
882,80785720,Customer_881,309,Spain,Female,68,6,154036.59,1,1,0,135411.23,1
883,46372937,Customer_882,353,Germany,Female,53,2,191985.18,1,0,1,166593.37,1
884,40678405,Customer_883,413,France,Female,62,5,167656.37,4,1,0,71557.32,1
885,80691460,Customer_884,541,France,Female,50,6,72602.23,2,1,1,106159.83,0
886,60210364,Customer_885,623,France,Male,43,1,125071.31,1,1,0,157467.2,0
887,52423300,Customer_886,411,France,Male,19,2,43927.87,2,1,0,77257.89,0
888,64601186,Customer_887,497,France,Female,49,8,58645.53,1,1,0,115521.38,1
889,49916743,Customer_888,582,France,Male,61,10,31942.41,1,0,0,116587.75,1
890,93932275,Customer_889,599,Spain,Male,29,10,0.0,1,0,0,59093.4,1
891,25936497,Customer_890,590,France,Male,45,8,72131.19,2,1,0,111275.19,0
892,74173460,Customer_891,652,Germany,Male,41,10,33738.35,2,0,0,56117.51,1
893,48217035,Customer_892,716,France,Female,67,1,0.0,1,1,1,38234.18,0
894,40114819,Customer_893,762,France,Male,27,2,66527.6,1,0,1,161572.53,0
895,19534442,Customer_894,831,Germany,Female,24,4,0.0,2,0,1,173783.4,1
896,43846197,Customer_895,516,Germany,Female,30,10,174683.79,1,1,0,162505.07,1
897,48522419,Customer_896,480,France,Male,26,8,166941.56,1,0,0,127430.76,0
898,75450630,Customer_897,453,France,Female,66,4,147730.42,2,0,0,24180.49,1
899,68643400,Customer_898,492,France,Male,32,0,217435.22,2,0,1,110853.04,0
900,38650047,Customer_899,596,Spain,Male,38,6,14432.99,1,1,1,190820.91,0
901,52055177,Customer_900,632,France,Male,32,3,152142.28,1,0,1,182167.46,0
902,67049055,Customer_901,338,France,Male,64,2,147412.47,2,0,1,163276.09,0
903,62836821,Customer_902,850,France,Male,55,2,179520.91,1,1,1,141929.91,0
904,76664162,Customer_903,323,France,Male,45,2,82069.03,2,0,0,106039.12,0
905,68868177,Customer_904,520,Germany,Male,63,3,0.0,2,0,1,93379.45,1
906,59418024,Customer_905,549,Spain,Male,22,6,85369.89,2,1,1,122345.04,0
907,45635518,Customer_906,490,France,Female,56,1,98195.06,1,1,0,99930.3,1
908,85288326,Customer_907,420,France,Male,38,5,160371.59,2,0,0,88421.22,0
909,18967935,Customer_908,592,France,Female,39,10,0.0,2,1,0,123650.92,0
910,15711564,Customer_909,303,France,Female,27,10,217133.26,2,0,0,184252.93,0
911,55944048,Customer_910,709,Germany,Female,23,9,0.0,1,1,0,51536.54,1
912,74711391,Customer_911,674,Germany,Female,57,2,0.0,4,0,0,35760.1,1
913,81859457,Customer_912,724,Germany,Female,66,1,247708.14,1,0,0,39917.41,1
914,87237085,Customer_913,749,Germany,Female,69,9,0.0,1,0,0,142845.11,1
915,78360170,Customer_914,789,Germany,Female,31,4,5934.96,1,1,1,175307.69,0
916,88584853,Customer_915,381,Germany,Female,61,5,225707.7,1,0,0,155672.42,1
917,46785266,Customer_916,760,France,Male,24,4,84761.2,1,0,0,86752.57,0
918,43262458,Customer_917,610,France,Female,62,1,16050.85,2,0,1,117393.54,1
919,38339418,Customer_918,368,France,Female,50,7,46909.08,1,0,1,18813.3,1
920,38154250,Customer_919,842,Spain,Male,67,2,181298.51,1,0,1,98288.22,0
921,25806341,Customer_920,747,France,Male,21,2,59019.63,2,1,0,151657.37,0
922,28687823,Customer_921,448,Germany,Female,62,8,183582.19,1,1,0,160482.65,1
923,46969806,Customer_922,790,Spain,Female,44,7,208069.45,2,0,0,126238.6,0
924,70381550,Customer_923,702,Spain,Male,50,9,227611.63,2,1,0,168091.18,1
925,37097975,Customer_924,546,France,Male,48,7,0.0,1,1,1,75599.13,1
926,59948943,Customer_925,389,France,Male,58,0,45961.07,1,0,0,26686.18,1
927,68106066,Customer_926,702,France,Female,52,4,0.0,1,0,1,108060.53,1
928,15989943,Customer_927,813,Germany,Female,41,4,220952.82,2,1,1,198610.84,0
929,27840445,Customer_928,406,Spain,Female,42,3,0.0,1,1,0,179197.06,0
930,10460626,Customer_929,300,Spain,Male,22,5,249782.11,2,0,1,176482.33,0
931,10481140,Customer_930,426,France,Male,59,5,0.0,2,1,0,125114.99,1
932,17316523,Customer_931,462,France,Female,58,6,0.0,2,1,0,191262.83,1
933,79375649,Customer_932,508,France,Female,50,10,0.0,2,0,1,116272.39,1
934,94010006,Customer_933,838,Germany,Male,59,7,51454.39,1,1,1,92817.35,1
935,78021896,Customer_934,830,Germany,Male,33,10,0.0,2,0,1,135139.99,1
936,10784906,Customer_935,669,France,Male,30,9,71125.38,2,1,0,115248.27,0
937,31936651,Customer_936,419,Germany,Female,70,8,0.0,2,1,0,142626.77,1
938,79457447,Customer_937,416,France,Female,72,3,0.0,2,0,1,81754.93,1
939,67953117,Customer_938,344,Germany,Male,66,6,90259.79,1,1,0,194941.3,1
940,43190846,Customer_939,736,France,Female,20,1,157525.94,2,1,0,189056.74,0
941,81706884,Customer_940,421,France,Female,49,10,228060.61,2,0,1,162567.0,0
942,17523946,Customer_941,794,Germany,Female,59,2,115868.31,2,0,1,16553.63,1
943,42104150,Customer_942,630,France,Male,20,2,150191.14,2,0,0,60039.36,0
944,58266923,Customer_943,568,France,Male,73,10,82263.63,2,0,1,187710.09,0
945,57858341,Customer_944,812,France,Female,62,1,0.0,2,1,1,164152.05,1
946,60234613,Customer_945,385,France,Female,35,6,0.0,1,1,1,58070.05,0
947,35178442,Customer_946,555,Spain,Female,46,6,183980.28,1,1,0,118715.71,1
948,92988274,Customer_947,442,Germany,Female,70,2,216146.98,1,0,1,15111.26,1
949,36081342,Customer_948,399,Germany,Male,66,4,38520.8,1,1,0,167473.05,1
950,61737173,Customer_949,819,France,Male,65,8,15593.26,2,0,0,103898.6,1
951,46380994,Customer_950,633,Spain,Male,74,7,156682.25,1,1,0,103184.39,1
952,61789589,Customer_951,388,France,Female,60,6,122712.93,2,1,0,36552.17,1
953,61398308,Customer_952,359,France,Male,71,5,0.0,2,0,0,16467.35,1
954,59331284,Customer_953,471,France,Female,72,4,0.0,2,1,1,189372.86,1
955,76949580,Customer_954,759,Germany,Female,19,6,206577.21,1,0,1,148879.08,0
956,71885435,Customer_955,380,Germany,Female,55,0,111783.35,3,1,1,59776.02,1
957,38804449,Customer_956,708,Germany,Female,37,0,169649.45,2,1,1,14671.57,0
958,81186700,Customer_957,358,Spain,Female,46,8,49554.89,2,1,1,130826.9,1
959,50079560,Customer_958,485,France,Male,27,1,13358.88,1,0,1,175090.18,0
960,18418094,Customer_959,587,Spain,Female,56,7,90128.25,2,0,1,99356.0,0
961,96659867,Customer_960,371,Spain,Male,65,0,107053.68,1,0,1,136551.68,1
962,22478981,Customer_961,518,France,Male,41,2,107961.16,1,1,0,191156.41,0
963,92751808,Customer_962,447,France,Female,57,10,60607.88,1,0,1,101890.83,1
964,15556575,Customer_963,325,France,Female,36,2,117382.84,2,1,1,164357.33,0
965,19966774,Customer_964,300,Germany,Male,60,10,0.0,1,1,1,75946.23,1
966,96055448,Customer_965,380,France,Male,22,2,0.0,1,0,1,12344.99,0
967,77095829,Customer_966,712,Germany,Male,68,6,83676.43,2,1,0,172045.4,1
968,62353952,Customer_967,320,France,Female,39,7,140296.57,1,0,0,190357.77,0
969,65771079,Customer_968,578,Spain,Female,46,6,12150.15,1,1,1,20992.9,1
970,98057310,Customer_969,313,France,Male,63,3,11278.71,2,0,0,133373.7,1
971,66154963,Customer_970,418,France,Female,19,8,108701.42,2,0,0,144482.57,0
972,23626253,Customer_971,398,France,Female,71,3,0.0,2,0,0,174571.9,1
973,66957422,Customer_972,487,France,Female,53,8,186858.95,2,0,0,138143.22,1
974,75968936,Customer_973,709,Germany,Male,73,4,0.0,1,1,0,166108.06,1
975,49313597,Customer_974,532,France,Female,49,9,0.0,1,0,1,149439.04,1
976,38116237,Customer_975,308,Spain,Male,29,10,0.0,1,0,1,82603.16,0
977,84005078,Customer_976,379,France,Male,51,8,0.0,2,0,0,35398.59,1
978,26371372,Customer_977,467,France,Male,50,5,0.0,1,1,1,179960.22,1
979,68661138,Customer_978,453,Spain,Male,70,4,78374.44,1,1,1,190818.14,1
980,82609383,Customer_979,611,France,Female,50,4,0.0,2,1,1,14516.78,1
981,74620846,Customer_980,493,Germany,Male,41,3,196997.01,2,1,1,143842.85,0
982,24939160,Customer_981,709,Germany,Male,28,5,54885.76,1,1,1,28604.88,0
983,84577764,Customer_982,439,Spain,Male,36,5,52765.25,2,1,1,144564.87,0
984,63973219,Customer_983,673,France,Male,51,7,202011.7,2,1,1,50656.86,1
985,48891707,Customer_984,355,France,Female,39,9,0.0,2,1,1,195730.41,0
986,26794509,Customer_985,844,Germany,Male,38,9,64889.92,1,1,1,151243.47,0
987,20550745,Customer_986,843,France,Male,18,6,0.0,1,1,1,143425.53,0
988,40356948,Customer_987,451,France,Female,71,10,198083.52,1,1,0,51550.08,1
989,19283589,Customer_988,429,France,Male,65,9,51775.74,1,0,0,55284.43,1
990,17861784,Customer_989,300,Germany,Female,32,5,0.0,1,1,0,115562.34,1
991,67922374,Customer_990,837,Spain,Female,25,4,48322.15,1,0,1,40516.05,0
992,94302415,Customer_991,321,Germany,Female,65,5,0.0,1,0,1,70329.64,1
993,54805488,Customer_992,301,Germany,Female,65,0,21890.21,1,1,0,183945.28,1
994,97910192,Customer_993,353,France,Male,69,3,3534.64,1,1,0,96405.93,1
995,82664726,Customer_994,462,Germany,Female,49,4,144581.52,1,1,0,74864.08,1
996,23512560,Customer_995,837,France,Female,59,8,142733.52,1,1,0,172925.16,1
997,14073243,Customer_996,391,Spain,Male,59,2,48251.36,1,0,1,136977.22,0
998,42345697,Customer_997,614,France,Female,30,7,50143.44,1,1,1,95701.31,0
999,14992777,Customer_998,658,Germany,Male,47,3,193515.64,3,0,1,156347.95,1
1000,21292443,Customer_999,740,France,Female,32,3,112210.21,1,0,1,50329.72,0
1001,79103342,Customer_1000,685,France,Female,60,0,0.0,2,0,1,30127.16,1
1002,20450265,Customer_1001,842,France,Male,73,5,70688.43,1,1,0,64973.11,1
1003,99485831,Customer_1002,664,France,Female,22,1,146947.94,1,1,1,70061.31,0
1004,30633451,Customer_1003,765,France,Female,22,2,105140.71,1,1,1,181050.78,0
1005,86268159,Customer_1004,476,Spain,Female,33,5,0.0,1,0,0,194083.66,0
1006,16931383,Customer_1005,524,France,Male,24,7,0.0,2,1,1,20321.49,0
1007,47711441,Customer_1006,706,Germany,Female,18,4,18235.31,2,0,1,179379.43,0
1008,21756728,Customer_1007,782,France,Female,73,2,32545.18,2,0,1,167136.14,0
1009,88830431,Customer_1008,302,Spain,Male,51,9,111399.42,1,0,0,45939.28,1
1010,16296451,Customer_1009,538,France,Female,62,3,0.0,2,0,1,100023.04,1
1011,13277908,Customer_1010,742,Spain,Female,50,3,201913.87,2,0,0,102100.56,0
1012,98582399,Customer_1011,362,Spain,Female,60,0,49955.03,1,0,0,49202.74,1
1013,83769493,Customer_1012,494,France,Female,57,3,0.0,1,0,0,82587.05,1
1014,25600170,Customer_1013,602,Germany,Male,27,2,17608.54,1,1,1,40627.04,0
1015,59320403,Customer_1014,345,France,Female,26,3,0.0,1,1,0,116442.35,1
1016,35581761,Customer_1015,804,France,Female,45,2,215189.13,2,0,1,74491.61,0
1017,11902244,Customer_1016,502,Spain,Male,39,2,225385.21,1,0,0,97769.2,0
1018,41392832,Customer_1017,732,Germany,Male,65,8,0.0,2,1,0,104126.78,1
1019,62893784,Customer_1018,535,France,Male,35,5,218605.96,1,1,0,109808.12,0
1020,26039874,Customer_1019,521,France,Female,36,7,0.0,1,1,1,44960.92,0
1021,89332622,Customer_1020,832,Germany,Male,48,6,100160.64,1,1,1,12469.47,1
1022,55275646,Customer_1021,771,Spain,Female,28,5,0.0,2,0,1,118890.26,0
1023,98494315,Customer_1022,584,Germany,Female,66,5,0.0,1,1,0,67718.44,1
1024,48329151,Customer_1023,555,Spain,Female,18,4,0.0,1,0,1,22270.49,0
1025,38977657,Customer_1024,730,Spain,Male,66,2,37146.6,1,1,1,81365.24,0
1026,57796306,Customer_1025,677,France,Female,53,9,0.0,1,1,1,197839.14,1
1027,30417912,Customer_1026,839,Germany,Male,68,4,82272.58,1,0,1,127426.46,1
1028,43163012,Customer_1027,483,France,Female,34,9,147366.18,2,1,0,147380.21,0
1029,18332449,Customer_1028,362,Spain,Male,69,8,0.0,1,1,0,170307.71,1
1030,98828720,Customer_1029,407,France,Female,67,6,0.0,1,1,0,138578.5,1
1031,82518457,Customer_1030,590,Spain,Male,44,9,0.0,1,0,1,93671.15,0
1032,78187717,Customer_1031,472,Spain,Male,34,7,78003.43,1,1,0,174915.77,0
1033,82645230,Customer_1032,745,Spain,Female,29,8,140524.48,1,1,0,67980.89,0
